Item ID	Item value	Change in Kuiper test statistic when item removed
BTG2	14.5628369365647	-0.0014164965372545635
CDKN1A	15.040253963567	-0.007526881720429535
RGS16	17.1460340119279	-0.007526881720429535
PTAFR	21.2446443423411	-0.007526881720429535
SERPINE1	20.6704257543274	-0.007526881720429535
ACVR1B	12.1686453979227	0.02580645161290379
GNA15	21.14556921657	-0.007526881720429535
GPR132	12.6869775130184	0.02580645161290379
HRH1	18.5601123425322	-0.007526881720429535
IRAK2	20.2576407225622	-0.007526881720429535
MYC	15.9258327608287	-0.007526881720429535
P2RY2	19.5527300122407	-0.007526881720429535
NAMPT	19.0064978861749	-0.007526881720429535
PDPN	22.5449730137575	-0.006760710855058638
TNFSF10	21.218020846999	-0.007526881720429535
CCL2	19.6220906766611	-0.007526881720429535
HAS2	16.1539889439482	-0.007526881720429535
TIMP1	22.8767817797169	0.006298483527878818
GABBR1	7.41793998964318	0.02580645161290379
PTGIR	20.8431019428143	-0.007526881720429535
IL4R	21.258393678948	-0.007526881720429535
RIPK2	14.7094861809609	-0.007526881720429535
GP1BA	10.0834526227677	0.02580645161290379
EMP3	22.5133897995476	-0.006760710855058638
NMI	23.9210947856172	0.02580645161290379
OSMR	20.5936999174029	-0.007526881720429535
F3	9.47901243909595	0.02580645161290379
EREG	7.25816428324789	0.02580645161290379
IRF7	20.0874529161844	-0.007526881720429535
MET	20.7497101342979	-0.007526881720429535
HBEGF	16.2144134780221	-0.007526881720429535
