NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	DNAJA1	14	25.694095611572266	0.037906498	Yes	
row_1	CASP4	19	24.783464431762695	0.075263515	Yes	
row_2	PAK1	57	22.282379150390625	0.10605994	Yes	
row_3	DFFA	180	19.00482749938965	0.12477071	Yes	
row_4	CASP1	195	18.629045486450195	0.15193254	Yes	
row_5	CREBBP	257	17.706125259399414	0.17376429	Yes	
row_6	BMP2	308	17.090219497680664	0.19557832	Yes	
row_7	CDC25B	661	14.038838386535645	0.18752202	Yes	
row_8	RNASEL	773	13.327075004577637	0.19851692	Yes	
row_9	BAX	1035	12.107858657836914	0.19512628	Yes	
row_10	CASP7	1069	11.979900360107422	0.21058865	Yes	
row_11	WEE1	1134	11.792529106140137	0.22317626	Yes	
row_12	CCND1	1316	11.198920249938965	0.22508666	Yes	
row_13	CASP3	1593	10.331242561340332	0.21774098	Yes	
row_14	MADD	1893	9.523458480834961	0.20724533	Yes	
row_15	CTNNB1	1970	9.318965911865234	0.2150686	Yes	
row_16	BRCA1	2012	9.238279342651367	0.22569312	Yes	
row_17	CDK2	2022	9.21056079864502	0.23894884	Yes	
row_18	TGFBR3	2276	8.60954475402832	0.23090623	Yes	
row_19	TNFSF10	2344	8.47645378112793	0.23820007	Yes	
row_20	CDKN1B	2434	8.314172744750977	0.24340917	Yes	
row_21	CDKN1A	2528	8.151150703430176	0.24803618	Yes	
row_22	TAP1	2658	7.9133620262146	0.24929403	Yes	
row_23	RARA	2782	7.687045574188232	0.25070897	Yes	
row_24	ADD1	2908	7.444632053375244	0.25158814	Yes	
row_25	JUN	3068	7.140544891357422	0.2491644	Yes	
row_26	H1-0	3126	7.05037784576416	0.25512484	Yes	
row_27	GADD45A	3148	7.0255608558654785	0.26405507	Yes	
row_28	DIABLO	3163	6.999112606048584	0.2735299	Yes	
row_29	BIRC3	3172	6.982049942016602	0.28348	Yes	
row_30	ISG20	3206	6.935866832733154	0.2912713	Yes	
row_31	GNA15	3255	6.857505798339844	0.2976903	Yes	
row_32	PEA15	3451	6.570417404174805	0.291392	Yes	
row_33	LGALS3	3502	6.49530553817749	0.29709306	Yes	
row_34	BCL10	3527	6.463799953460693	0.30491832	Yes	
row_35	BMF	3567	6.410516262054443	0.3114094	Yes	
row_36	BTG2	3652	6.286229610443115	0.3139521	Yes	
row_37	SMAD7	3875	6.023665428161621	0.30456665	Yes	
row_38	IER3	3986	5.889327526092529	0.3043336	Yes	
row_39	SAT1	4104	5.729827880859375	0.3032732	Yes	
row_40	DAP3	4118	5.7153754234313965	0.31087923	Yes	
row_41	GCH1	4121	5.712491989135742	0.3193998	Yes	
row_42	MGMT	4147	5.683273792266846	0.3259545	Yes	
row_43	SPTAN1	4168	5.659291744232178	0.3328904	Yes	
row_44	PMAIP1	4195	5.625222206115723	0.33927324	Yes	
row_45	HMOX1	4243	5.563548564910889	0.34380794	Yes	
row_46	EREG	4300	5.489073753356934	0.34747747	Yes	
row_47	TNFRSF12A	4335	5.454514026641846	0.35293236	Yes	
row_48	TIMP1	4360	5.420392036437988	0.3591708	Yes	
row_49	IL18	4439	5.297178745269775	0.36071056	Yes	
row_50	ENO2	4589	5.107307434082031	0.35603005	Yes	
row_51	ATF3	4612	5.077839374542236	0.3619146	Yes	
row_52	PPT1	4698	4.977832794189453	0.3623839	Yes	
row_53	ANKH	4712	4.96347188949585	0.36884642	Yes	
row_54	DAP	4749	4.920037269592285	0.37332138	Yes	
row_55	CASP9	4864	4.787561416625977	0.37107858	Yes	
row_56	SLC20A1	5014	4.635296821594238	0.36568025	Yes	
row_57	IRF1	5077	4.566989898681641	0.3674462	Yes	
row_58	DDIT3	5159	4.467917442321777	0.36747417	Yes	
row_59	CD44	5238	4.391961574554443	0.36763728	Yes	
row_60	FDXR	5248	4.384748458862305	0.3735538	Yes	
row_61	ERBB3	5271	4.352800369262695	0.3783357	Yes	
row_62	IFITM3	5475	4.144150257110596	0.36767915	No	
row_63	PDCD4	5547	4.066720485687256	0.3679324	No	
row_64	BCL2L11	5569	4.046819686889648	0.37233248	No	
row_65	LMNA	5703	3.9227449893951416	0.36718717	No	
row_66	BNIP3L	5765	3.8654820919036865	0.3679698	No	
row_67	RHOB	5855	3.7836291790008545	0.36628875	No	
row_68	PSEN1	5968	3.6852331161499023	0.3625366	No	
row_69	NEDD9	6007	3.638171672821045	0.36489502	No	
row_70	BCL2L2	6041	3.6066336631774902	0.36762315	No	
row_71	FAS	6190	3.4733753204345703	0.36054128	No	
row_72	CFLAR	6312	3.3605380058288574	0.35554346	No	
row_73	RELA	6568	3.146859884262085	0.339026	No	
row_74	GADD45B	6703	3.036459445953369	0.33244926	No	
row_75	BTG3	6787	2.9587912559509277	0.33001506	No	
row_76	IFNGR1	6812	2.9352900981903076	0.33247408	No	
row_77	ERBB2	6950	2.8195714950561523	0.32531688	No	
row_78	PLPPR4	7031	2.7431070804595947	0.32280526	No	
row_79	PPP3R1	7103	2.676793098449707	0.3209447	No	
row_80	CASP6	7116	2.6672089099884033	0.32399854	No	
row_81	EGR3	7565	2.3129777908325195	0.29008925	No	
row_82	CYLD	7846	2.114086151123047	0.26991257	No	
row_83	RHOT2	7847	2.113760232925415	0.27312723	No	
row_84	TSPO	7890	2.0834312438964844	0.27278697	No	
row_85	DNM1L	7932	2.056407928466797	0.2724892	No	
row_86	APP	7961	2.0377185344696045	0.273249	No	
row_87	CASP8	8051	1.980219841003418	0.2688253	No	
row_88	DPYD	8074	1.967517375946045	0.26997963	No	
row_89	BGN	8175	1.9049174785614014	0.26452243	No	
row_90	ETF1	8227	1.873931884765625	0.26311168	No	
row_91	ANXA1	8402	1.766319751739502	0.2512616	No	
row_92	TOP2A	8410	1.7606092691421509	0.25335437	No	
row_93	LEF1	8529	1.691271424293518	0.24606852	No	
row_94	F2R	8584	1.6559449434280396	0.24407564	No	
row_95	BID	8641	1.614483118057251	0.24185261	No	
row_96	TIMP3	8719	1.5650410652160645	0.2378	No	
row_97	FEZ1	8813	1.514262080192566	0.2323335	No	
row_98	SQSTM1	8865	1.480069637298584	0.23032378	No	
row_99	MCL1	8894	1.4615908861160278	0.2302074	No	
row_100	SC5D	9027	1.3824812173843384	0.22128235	No	
row_101	LUM	9111	1.3392245769500732	0.21638507	No	
row_102	GSR	9139	1.3228435516357422	0.21614122	No	
row_103	PLCB2	9333	1.2058528661727905	0.20185147	No	
row_104	BCL2L10	9591	1.058296799659729	0.18199061	No	
row_105	SATB1	9726	0.9911755919456482	0.17230335	No	
row_106	HSPB1	9806	0.9520519971847534	0.16715142	No	
row_107	GSN	9807	0.951854407787323	0.16859902	No	
row_108	RETSAT	9809	0.9511056542396545	0.16996193	No	
row_109	XIAP	9852	0.9332849383354187	0.16787252	No	
row_110	CAV1	9863	0.9288444519042969	0.1684497	No	
row_111	KRT18	10259	0.7708489894866943	0.13662286	No	
row_112	CLU	10406	0.7096553444862366	0.12550496	No	
row_113	PTK2	10425	0.6978617310523987	0.12506253	No	
row_114	VDAC2	10567	0.6439327597618103	0.11426238	No	
row_115	PDGFRB	10658	0.6032280921936035	0.10766099	No	
row_116	CASP2	10699	0.5850659012794495	0.105209075	No	
row_117	GPX3	10702	0.5841111540794373	0.10593032	No	
row_118	TIMP2	10846	0.5314115881919861	0.09479197	No	
row_119	CCND2	10863	0.5243455171585083	0.09425273	No	
row_120	EMP1	10891	0.5134046077728271	0.092777885	No	
row_121	PPP2R5B	11030	0.4523090422153473	0.08193694	No	
row_122	HMGB2	11063	0.43907344341278076	0.07993135	No	
row_123	SOD1	11168	0.39510348439216614	0.07184384	No	
row_124	GPX4	11173	0.3938896656036377	0.07210871	No	
row_125	CD14	11199	0.38379812240600586	0.07060384	No	
row_126	GPX1	11247	0.3598860800266266	0.067224674	No	
row_127	IGF2R	11310	0.3364366888999939	0.06255672	No	
row_128	TXNIP	11366	0.3119677007198334	0.05843635	No	
row_129	EBP	11390	0.3033507466316223	0.056976218	No	
row_130	MMP2	11418	0.2922157645225525	0.05516499	No	
row_131	TGFB2	11460	0.27464723587036133	0.052157447	No	
row_132	IGFBP6	11632	0.19947005808353424	0.03817509	No	
row_133	BCAP31	11646	0.1923261433839798	0.037381537	No	
row_134	BCL2L1	11702	0.16819216310977936	0.033042505	No	
row_135	DCN	11815	0.12407325208187103	0.023874473	No	
row_136	DNAJC3	11838	0.1153833270072937	0.022212023	No	
row_137	PSEN2	11977	0.05296924337744713	0.010763757	No	
row_138	ROCK1	11992	0.04812312498688698	0.009667353	No	
row_139	PLAT	12071	0.015118081122636795	0.003174054	No	
