NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ZBTB16	9	26.72648811340332	0.02412032	Yes	
row_1	CASP1	195	18.629045486450195	0.025945231	Yes	
row_2	TP53	238	17.889551162719727	0.03907349	Yes	
row_3	BMP2	308	17.090219497680664	0.049193636	Yes	
row_4	IER5	320	16.93544578552246	0.06403346	Yes	
row_5	KLF4	333	16.794050216674805	0.078657836	Yes	
row_6	RCHY1	429	15.759429931640625	0.08535909	Yes	
row_7	RAB40C	606	14.314801216125488	0.08392334	Yes	
row_8	ELP1	718	13.692403793334961	0.08735904	Yes	
row_9	PIDD1	791	13.227972984313965	0.09363292	Yes	
row_10	RAD51C	873	12.835563659667969	0.09878686	Yes	
row_11	POLH	884	12.787583351135254	0.10985002	Yes	
row_12	CEBPA	907	12.666633605957031	0.119794324	Yes	
row_13	TAX1BP3	965	12.437450408935547	0.12659031	Yes	
row_14	BAX	1035	12.107858657836914	0.13207324	Yes	
row_15	DRAM1	1053	12.015054702758789	0.14183038	Yes	
row_16	CDH13	1063	11.995689392089844	0.15224038	Yes	
row_17	RRP8	1093	11.945658683776855	0.16092664	Yes	
row_18	RALGDS	1129	11.805060386657715	0.16897891	Yes	
row_19	ANKRA2	1156	11.714820861816406	0.1777019	Yes	
row_20	SEC61A1	1272	11.30565071105957	0.17858076	Yes	
row_21	TPRKB	1306	11.224381446838379	0.1862603	Yes	
row_22	RAD9A	1414	10.867600440979004	0.18740231	Yes	
row_23	VAMP8	1436	10.76540470123291	0.19566093	Yes	
row_24	PTPN14	1464	10.70451545715332	0.20335977	Yes	
row_25	BAIAP2	1540	10.488495826721191	0.20683236	Yes	
row_26	EI24	1582	10.350486755371094	0.21302769	Yes	
row_27	AEN	1665	10.155512809753418	0.21560337	Yes	
row_28	BAK1	1672	10.134847640991211	0.22453299	Yes	
row_29	RPL36	1724	9.97909164428711	0.22954406	Yes	
row_30	RAP2B	1770	9.852035522460938	0.23494002	Yes	
row_31	CTSF	1772	9.850611686706543	0.2440244	Yes	
row_32	TRIAP1	1786	9.80234432220459	0.25205755	Yes	
row_33	RXRA	1799	9.769715309143066	0.26014417	Yes	
row_34	CLCA2	1847	9.62402057647705	0.2651602	Yes	
row_35	TM7SF3	1854	9.599499702453613	0.27359158	Yes	
row_36	ACVR1B	1883	9.54906940460205	0.28013113	Yes	
row_37	PLXNB2	1952	9.350239753723145	0.28313133	Yes	
row_38	NOL8	1966	9.326128959655762	0.29072124	Yes	
row_39	CDKN2B	2020	9.214208602905273	0.2948527	Yes	
row_40	TSPYL2	2031	9.176352500915527	0.30255482	Yes	
row_41	SLC7A11	2089	9.046490669250488	0.30619472	Yes	
row_42	KIF13B	2110	9.002516746520996	0.31289646	Yes	
row_43	S100A10	2135	8.95132827758789	0.31921512	Yes	
row_44	RPS27L	2193	8.837732315063477	0.32266074	Yes	
row_45	RNF19B	2418	8.343925476074219	0.3116426	Yes	
row_46	FAM162A	2427	8.320535659790039	0.31871587	Yes	
