gene_id	gene_name	abs_amp	rel_amp	average_mesor	phase_rad	phase_hour	p	bh_q
ENSG00000000003	TSPAN6	2.0900020130976	0.139042426939769	15.0313976754948	-1.9387533802693	16.5945075862565	0.182173201842934	0.259076979735001
ENSG00000000005	TNMD	2.0503693247802	0.440921706035361	4.65018913043887	-2.54334173103064	14.2851501968298	0.389432686159968	0.479494874798831
ENSG00000000419	DPM1	1.62067670284392	0.0422756956226602	38.3358967599156	-1.88164367777416	16.8126505810711	0.480960238594079	0.562405544820136
ENSG00000000457	SCYL3	0.316204794637008	0.0187473699312533	16.8666216006049	0.0997626485215955	0.381065247555631	0.801758935654409	0.838679389913281
ENSG00000000938	FGR	1.79487234027733	0.324803812694207	5.52601992380904	3.11215265202162	11.887547477419	0.508332802229212	0.587146279207234
ENSG00000000971	CFH	4.93232346359789	0.0693060122720695	71.1673244773545	1.62592593108367	6.21057957679821	0.755884486438555	0.799544989853709
ENSG00000001036	FUCA2	2.98009607952177	0.12584371325329	23.6809293248017	2.78613262977136	10.6422427233056	0.224522659169546	0.306952651008925
ENSG00000001084	GCLC	9.18279364472996	0.189628542627272	48.4251659455053	-2.91540214096463	12.8639841159548	1.18041663391807e-07	3.48013613276411e-06
ENSG00000001167	NFYA	9.74147178669388	0.39845650160788	24.4480181585302	0.828793135712302	3.16575658438188	1.11880938877587e-13	4.65089062914131e-10
ENSG00000001460	STPG1	0.601643530469799	0.0643790546998667	9.34533029841218	3.05050423512869	11.6520678706438	0.0142768029351291	0.0321382688454864
ENSG00000001461	NIPAL3	3.38816694071361	0.0659196689735218	51.398421646725	-1.00424390636393	20.1640708375744	0.129886766326861	0.197418386698633
ENSG00000001497	LAS1L	5.70931243461049	0.123495787922735	46.2308272261278	1.14616374622753	4.37802301931606	0.000121391658088691	0.000696034651965089
ENSG00000001561	ENPP4	0.578042585728672	0.115144291818262	5.02015841689334	-2.46479126971556	14.5851908576405	0.620162237413357	0.683969517135425
ENSG00000001617	SEMA3F	18.3440786766405	0.111642846046167	164.310381957253	-1.81171794045795	17.0797472229084	0.0184532153571727	0.0396502496070471
ENSG00000001629	ANKIB1	3.25745677330377	0.0617041357385301	52.7915468601193	2.50120848437466	9.55391265579876	0.00315904709951991	0.00935300942874346
ENSG00000001630	CYP51A1	1.84219715258457	0.131751518671045	13.9823599087623	-0.379282255161009	22.551248502338	0.256084947812176	0.341748034688673
ENSG00000001631	KRIT1	2.00019233305343	0.0544162908469063	36.7572339445321	0.586685374694333	2.24097305813577	0.019763807706183	0.0418960472384511
ENSG00000002016	RAD52	0.49783520872521	0.0421931228250531	11.7989656937554	-2.6839507526908	13.7480632966571	0.549361948595621	0.623279918207422
ENSG00000002330	BAD	1.22076485098191	0.0452933202430268	26.9524257535492	0.894646068827188	3.41729626011789	0.22079029624859	0.302812689378221
ENSG00000002549	LAP3	5.14790279642165	0.0661520597402734	77.8192367196633	0.948335571669218	3.62237505458483	0.258057629533409	0.343717509041293
