gene_id	gene_name	abs_amp	rel_amp	average_mesor	phase_rad	phase_hour	p	bh_q
ENSG00000000003	TSPAN6	0.451475489123113	0.029036646660255	15.5484720534581	2.84488408911858	10.8666567673609	0.740473077439477	0.788190487260816
ENSG00000000005	TNMD	0.956772091307608	0.119898802834843	7.97983022921032	1.65699506638509	6.3292549318577	0.374577614844236	0.461004385149755
ENSG00000000419	DPM1	2.55141272548371	0.0735908623854908	34.6702381624318	0.454335217962436	1.73543269822693	0.10294218748484	0.168032543598871
ENSG00000000457	SCYL3	0.786683786339004	0.0485416190276295	16.2063771686567	-0.865000798741416	20.6959403304448	0.155495621060116	0.23203772772282
ENSG00000000938	FGR	1.6096650620537	0.326328049923003	4.93265921343109	0.74733708054563	2.85461737259287	0.000881757198925143	0.00441267818129834
ENSG00000000971	CFH	21.0444752187127	0.112745767691936	186.654236779993	0.642609753594015	2.45458845032526	0.183961421590229	0.264063407993985
ENSG00000001036	FUCA2	1.8408261032873	0.0720047094903242	25.5653569928598	1.15047907205207	4.39450634978073	0.117235897405905	0.186082331239537
ENSG00000001084	GCLC	2.21329571618232	0.058576298429551	37.7848340629482	3.01902825972726	11.5318385008732	0.0141419860435552	0.036742647489412
ENSG00000001167	NFYA	5.16645271515312	0.204743234040064	25.2338141447065	0.690728602510078	2.63838891418646	5.65858847463237e-06	0.000122302004969047
ENSG00000001460	STPG1	0.856838190289156	0.098378787583014	8.70958273973582	-2.8081963837681	13.2734799444125	0.000330581230495829	0.00213278764899818
ENSG00000001461	NIPAL3	5.9561005379733	0.110790955968043	53.7598081533958	-2.60349343167272	14.0553876250081	0.00103917202044487	0.0049735706218872
ENSG00000001497	LAS1L	4.11783969285575	0.0899490692958317	45.7796809360269	0.487114414026845	1.86064000424843	0.000487676368588913	0.00283666604135837
ENSG00000001561	ENPP4	1.02298979927303	0.150601033132542	6.79271435258162	1.05251274730418	4.02030255361659	0.038246481604872	0.0781024843776581
ENSG00000001617	SEMA3F	16.6602815034348	0.120972125112566	137.720003578776	-1.75905826398239	17.2808923704133	0.000532837702499106	0.00303564138321898
ENSG00000001629	ANKIB1	1.52911372572558	0.0310195238091047	49.2952030835742	2.12050195150878	8.09972081804718	0.251050223614627	0.336976357625445
ENSG00000001630	CYP51A1	3.51888062370998	0.238244694460687	14.7700272263173	-0.561338665930124	21.8558442376467	0.0461691520570041	0.0904028097508083
