Item ID	Item value	Change in Kuiper test statistic when item removed
PTGER4	19.7972111882673	-0.005226480836237113
CDKN1A	16.8815902836465	0.019163763066201933
IFITM1	21.1156390929919	0.019163763066201933
CALCRL	21.9016068028546	0.019163763066201933
CSF1	20.699624982443	-0.005226480836237113
ITGB3	20.6734896494037	-0.005226480836237113
RGS16	18.5197689564876	-0.004152366980168354
C5AR1	19.802231818672	-0.005226480836237113
SERPINE1	21.9877260940488	0.019163763066201933
ADM	20.1915642913958	-0.005226480836237113
HIF1A	18.8075530404979	-0.005226480836237113
PVR	19.88612230072	-0.005226480836237113
ICAM1	19.7730924353629	-0.005226480836237113
GPR132	10.3356517188717	0.019163763066201933
IRAK2	20.8691869561124	-0.005226480836237113
P2RY2	20.1100171211799	-0.005226480836237113
NAMPT	19.5199468102711	-0.005226480836237113
PDPN	20.9613887949949	4.584632312475412E-4
PDE4B	19.7790802473059	-0.005226480836237113
CCL2	20.348660443411	-0.005226480836237113
HAS2	18.522038869753	-0.005226480836237113
CD14	19.629453525487	-0.005226480836237113
TIMP1	20.7984459235326	-0.005226480836237113
LYN	22.4489355102488	0.019163763066201933
PTGIR	19.9448151376876	-0.005226480836237113
IL4R	20.1308711911321	-0.005226480836237113
FZD5	20.362226188297	-0.005226480836237113
GCH1	18.6339321864499	-0.005226480836237113
SEMA4D	8.52901380361656	0.019163763066201933
IL1R1	20.2505830523773	-0.005226480836237113
PLAUR	19.2459628967445	-0.005226480836237113
GP1BA	8.34662399088329	0.019163763066201933
EMP3	21.0087087427091	0.002292316156243812
INHBA	20.1160088826642	-0.005226480836237113
OSMR	20.3489184706507	-0.005226480836237113
TNFRSF1B	19.6538956358044	-0.005226480836237113
EREG	6.91257012729908	0.019163763066201933
IRF1	19.2361716863104	-0.005226480836237113
APLNR	20.4443953051419	-0.005226480836237113
IRF7	18.6033574065473	-0.005226480836237113
ITGA5	20.6662453693366	-0.005226480836237113
MET	19.6063681516766	-0.005226480836237113
