gene_id,gene_name,rel_amp_PROTECTED,rel_amp_EXPOSED,abs_amp_PROTECTED,abs_amp_EXPOSED,phase_hour_PROTECTED,phase_hour_EXPOSED,average_mesor_PROTECTED,average_mesor_EXPOSED,p_PROTECTED,p_EXPOSED,bh_q_PROTECTED,bh_q_EXPOSED
ENSG00000001167,NFYA,0.39845650160788,0.204743234040064,9.74147178669388,5.16645271515312,3.16575658438188,2.63838891418646,24.4480181585302,25.2338141447065,1.11880938877587e-13,5.65858847463237e-06,4.65089062914131e-10,0.000122302004969047
ENSG00000004777,ARHGAP33,0.355962477328365,0.247512864346419,5.84190936285106,4.24994409922688,14.8269686356439,15.2129213311194,16.4115875546682,17.1705988310921,2.2106349190744e-08,7.79796238835808e-05,1.01729992899546e-06,0.00074348921211937
ENSG00000006327,TNFRSF12A,0.469197453726431,0.562446011862629,16.0746525676698,19.160385097381,2.33036676253289,2.1832382954939,34.2598887525981,34.0661764743043,0.00427695452610053,0.000137442580029053,0.0119244131220657,0.00111929832061868
ENSG00000007376,RPUSD1,0.329616775622035,0.259875707514552,7.50060377016392,5.8364950991824,20.0214512685768,19.6581988767755,22.7555280097901,22.4587944560212,0.000439967175088405,0.00662388465452268,0.00192115918785977,0.0202169519154558
ENSG00000008405,CRY1,0.262903742491078,0.22378698912325,6.48287003948858,5.53592011669548,18.5454560881915,21.7341881749493,24.658721013485,24.7374529608895,0.0116325548673032,0.00747833160281234,0.0271615037914507,0.0221736265855142
ENSG00000013375,PGM3,0.205554722396959,0.206535663448174,4.75663816479004,5.05259385486119,5.15815824709799,3.18574934805607,23.1404956759116,24.4635418915389,1.74851150912765e-05,8.17874159346053e-06,0.000151850188233502,0.000155720742613811
ENSG00000013619,MAMLD1,0.232483766281831,0.268029529462618,1.20539944316874,2.20453062246907,21.9157231681213,0.975135967111036,5.18487575475476,8.22495426861739,0.0195287961897742,0.00249487106044064,0.0414895429783091,0.00962075973863796
ENSG00000016402,IL20RA,0.200094908563103,0.240115104775354,11.1336055077761,11.8968491655839,18.3612844081551,17.9388765879433,55.6416232063443,49.5464422228427,0.000406379321048096,5.00267224112266e-08,0.00180998446885386,5.67166595627643e-06
ENSG00000016602,CLCA4,0.356325734432154,0.419039552137566,4.9636045473026,3.42910198156451,12.5153175541479,14.3337711634202,13.9299637036114,8.1832418063457,9.36848849224497e-06,3.96819505547177e-08,9.40695813098124e-05,5.13205168537206e-06
ENSG00000017483,SLC38A5,0.377473870066875,0.209126416761358,5.67170848932371,2.55941651643603,4.47117516161672,4.09153584749577,15.0254333851477,12.2386093353126,8.92064541224282e-06,0.00226205671710967,9.09643245593461e-05,0.0089216032002134
ENSG00000023445,BIRC3,0.212408859094396,0.223467781357771,2.41481727393155,2.89964231656061,2.95745883132372,2.96205017914953,11.3687220214218,12.9756616320376,0.000928398209133882,0.000742551578940665,0.0035342045378842,0.00388275083478785
ENSG00000036448,MYOM2,0.400623311831997,0.362030547397425,3.42080150309004,2.93905370760088,12.1447392571908,14.2465948368557,8.53869807886909,8.1182478349665,1.09242292269621e-05,3.93827437152793e-08,0.00010593784034949,5.13205168537206e-06
ENSG00000037897,METTL1,0.527538009595729,0.330572393738751,6.47681584445275,3.61266594358827,3.98846908529314,2.61375063109056,12.2774392112829,10.9285167546184,6.94517047326748e-07,0.000145676901178791,1.33037283754972e-05,0.00116830564330537
ENSG00000044574,HSPA5,0.228755582260359,0.462870213304626,67.5710985333449,150.85005246986,3.87535123039201,3.94393165099091,295.385572083826,325.901404181699,0.000177132361471595,0.000764830862683665,0.000942413685969392,0.00396929075677402
ENSG00000048162,NOP16,0.250431770889397,0.201533488026587,6.92972574896988,5.39708051254872,3.99961754685473,2.88913746347931,27.6711126721633,26.7800679946388,0.00199637419155226,0.000486917959777655,0.00649876860946182,0.00283489910195478
ENSG00000049246,PER3,0.407009411578521,0.428589338387971,21.1323690275942,23.2090749928867,11.3168775318633,10.1012061820317,51.9210819858825,54.1522453175847,1.74230149496995e-07,1.00733685557096e-10,4.64278674012186e-06,3.14062448145635e-07
ENSG00000050405,LIMA1,0.250395085037514,0.271966171392344,36.4035867572993,38.2216654957932,3.41562231172813,3.00923177541438,145.38458992454,140.538307761276,0.00225172587615097,1.89685951284301e-06,0.00714448528650552,5.87579426346223e-05
ENSG00000052749,RRP12,0.275063282453042,0.240944322517694,12.8592208361696,11.7384546857544,2.99142488770549,1.64464994080537,46.7500450132413,48.7185361460111,0.00185494262910496,0.00120074655787857,0.00614912002327697,0.0055420097421553
ENSG00000054967,RELT,0.330462121209818,0.285261262666346,2.75580521305544,2.76138854325328,20.8780926800986,23.7754342451283,8.33924687938958,9.68020865308699,0.0018757044722434,0.0133925092496162,0.00619161208929261,0.0351913153923227
ENSG00000062038,CDH3,0.336848408758723,0.226887006515084,23.2126569581848,14.5138235080346,3.21445005200735,3.18972766231078,68.9112857730953,63.9693904510558,0.000255838653626919,8.69899715266566e-05,0.00125365966576868,0.00081262317221643
ENSG00000062716,VMP1,0.227911322006069,0.245380266883774,16.8146828501064,19.5867883530073,2.94275356671243,2.25120385563933,73.7773038307355,79.822182124713,1.02398843035271e-06,2.89856920653776e-06,1.76383421476916e-05,7.77377560746933e-05
ENSG00000064195,DLX3,0.327054205044662,0.320313351991998,18.0994919672207,16.1213826138439,16.8873728707848,17.1692365675657,55.3409547654311,50.3300362397838,2.4807959014416e-05,8.98991536317849e-05,0.000198575132778422,0.000829239900105021
ENSG00000064932,SBNO2,0.229428760742201,0.284587046044004,29.3882435713899,43.9911578853832,0.442132687993576,1.63270089023252,128.093110368199,154.578918812001,0.0087587870532257,0.000761591327958334,0.0215530452527186,0.00395577070011178
ENSG00000065911,MTHFD2,0.336015098657619,0.214137803868212,9.83854826550439,6.17139687924156,4.31295466237907,2.40084291459412,29.2800779036698,28.819744892124,8.83569771723383e-05,0.00190362787334014,0.000542273554289484,0.00787859802248296
ENSG00000066697,MSANTD3,0.215043696286359,0.216408144411191,2.7840501885137,2.75452913637743,4.74816683149358,3.90501547071207,12.9464394287865,12.7283986648101,6.85918649692729e-07,1.38502881579464e-06,1.32007584572809e-05,4.78467987860801e-05
ENSG00000067057,PFKP,0.255921683716723,0.256422223771513,24.3241248545643,26.0029030225572,1.94022299245343,1.73433071101017,95.0451892208103,101.40658886777,0.00261381711964484,0.00031049252034237,0.0080287963790864,0.00202365622223481
ENSG00000069020,MAST4,0.268965736297306,0.235779778680489,28.9744922161192,25.2554061629078,19.9208273197753,20.5911968328483,107.725588452247,107.114385738448,0.000259157269397983,0.00848669617323943,0.00126667949148823,0.0244231471217633
ENSG00000069399,BCL3,0.403469811322103,0.469530963839945,15.6044876873467,23.4736851346639,23.5796900526739,1.01847077323778,38.6757255424226,49.9939023034606,0.00238398476498843,0.00042550401160248,0.00745316470397863,0.00256226969034019
ENSG00000069869,NEDD4,0.280925083041509,0.205007501782317,8.55026457348041,6.32064771764996,3.73675788345214,3.86307107864765,30.4361023263168,30.8312996485437,3.69828441233415e-07,4.82668599613931e-05,8.34101196902564e-06,0.000525249572930657
ENSG00000070495,JMJD6,0.31640441740429,0.249285095448007,5.56954306181756,4.86167398147997,23.0400173921592,0.962166618227977,17.6026084196574,19.502465531454,2.62793380134096e-05,0.00336787291210474,0.000207830433682441,0.0120311495522367
ENSG00000072401,UBE2D1,0.299239224585896,0.212197381853327,3.09087265884778,2.11537532659674,2.63076146962396,2.81855010361905,10.3291026205709,9.96890398986599,1.26108157654762e-08,6.95899991934472e-06,6.95882669961301e-07,0.000139976916119594
ENSG00000073067,CYP2W1,0.210489785322444,0.267245724859718,3.77130425825994,3.39657038263193,15.7970270301113,16.2223262834117,17.9168041455445,12.7095405713781,0.00801693327850515,0.00161088943494477,0.020056182120983,0.00694666788854631
ENSG00000074800,ENO1,0.312267107532332,0.2774579273633,207.432860704793,183.698092791153,3.34347131763121,2.84939253778148,664.280213001031,662.075488478011,4.36647000080307e-06,4.79758570581509e-08,5.35439993903786e-05,5.54203351431883e-06
ENSG00000075618,FSCN1,0.536592225329459,0.259335158776293,78.6511331374022,36.5498182034008,2.89904135787979,2.88469837883349,146.575238001467,140.936610276315,3.2526756043732e-05,0.000190772304749175,0.000245545505218754,0.00142377104280488
