NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PTPN2	135	16.18387794494629	0.035945088	Yes	
row_1	PLA2G2A	238	14.621922492980957	0.07007833	Yes	
row_2	STAT3	247	14.500210762023926	0.11165781	Yes	
row_3	IFNGR2	315	13.802095413208008	0.14630723	Yes	
row_4	IL13RA1	336	13.65496826171875	0.18442842	Yes	
row_5	HAX1	908	10.616873741149902	0.16797261	Yes	
row_6	IL4R	997	10.31997299194336	0.19073483	Yes	
row_7	STAT1	1022	10.245767593383789	0.21859208	Yes	
row_8	IFNAR1	1175	9.77047061920166	0.23444222	Yes	
row_9	ITGB3	1216	9.676676750183105	0.25931373	Yes	
row_10	TGFB1	1223	9.651333808898926	0.28693298	Yes	
row_11	IL1R1	1344	9.277636528015137	0.30400297	Yes	
row_12	OSMR	1351	9.257869720458984	0.33047596	Yes	
row_13	IL10RB	1454	9.007400512695312	0.34825245	Yes	
row_14	TNFRSF1A	1483	8.937762260437012	0.3719671	Yes	
row_15	MYD88	1505	8.89381217956543	0.39613467	Yes	
row_16	TNFRSF12A	1506	8.892304420471191	0.42204058	Yes	
row_17	LTBR	1550	8.784928321838379	0.4440652	Yes	
row_18	IL6ST	1757	8.31737232208252	0.45120072	Yes	
row_19	IRF1	1987	7.848056793212891	0.45506027	Yes	
row_20	BAK1	2172	7.46198034286499	0.46152952	Yes	
row_21	HMOX1	2368	7.153794765472412	0.46618804	Yes	
row_22	IFNGR1	2375	7.146111011505127	0.48650885	Yes	
row_23	CSF1	2801	6.469747066497803	0.47008744	No	
row_24	CNTFR	2960	6.2571282386779785	0.47520426	No	
row_25	GRB2	3182	5.9689621925354	0.47425336	No	
row_26	IL1R2	3305	5.810587406158447	0.48105684	No	
row_27	TNFRSF1B	3501	5.560657024383545	0.4810741	No	
row_28	IL15RA	3722	5.301793098449707	0.4782625	No	
row_29	CD14	3964	5.041718482971191	0.47295052	No	
row_30	PDGFC	4165	4.832067489624023	0.47043025	No	
row_31	CSF2RB	4897	4.065657138824463	0.4216108	No	
row_32	IL18R1	4930	4.028907299041748	0.4306926	No	
row_33	LEPR	5092	3.905212879180908	0.42870864	No	
row_34	A2M	5297	3.736518383026123	0.42266476	No	
row_35	ACVRL1	5311	3.7203433513641357	0.4324244	No	
row_36	SOCS3	5530	3.5672659873962402	0.4247256	No	
row_37	IL17RA	5821	3.3629491329193115	0.41045648	No	
row_38	CD44	6081	3.1611151695251465	0.39817196	No	
row_39	TNFRSF21	6443	2.913390874862671	0.37670103	No	
row_40	JUN	7136	2.4675958156585693	0.32646248	No	
row_41	ACVR1B	7380	2.313894510269165	0.31303754	No	
row_42	CSF2RA	7406	2.295987606048584	0.31765175	No	
row_43	IRF9	7557	2.197185516357422	0.31160468	No	
row_44	FAS	7663	2.136173725128174	0.30911428	No	
row_45	TYK2	7667	2.1327836513519287	0.31507874	No	
row_46	PTPN1	7852	2.0292131900787354	0.30572072	No	
row_47	CD9	7972	1.9638906717300415	0.3015666	No	
row_48	STAT2	8143	1.8555386066436768	0.29286444	No	
row_49	IL2RG	8243	1.8049319982528687	0.28990698	No	
row_50	PIK3R5	8532	1.653996229171753	0.27082515	No	
row_51	CSF3R	8824	1.4979584217071533	0.25103977	No	
row_52	PIM1	8885	1.465362548828125	0.25032955	No	
row_53	IL3RA	9393	1.2104911804199219	0.21178137	No	
row_54	CD36	9447	1.1857928037643433	0.2108376	No	
row_55	MAP3K8	9866	0.9756899476051331	0.17899127	No	
row_56	IL7	10212	0.8263490796089172	0.15276797	No	
row_57	STAM2	10369	0.7495516538619995	0.14200558	No	
row_58	PTPN11	10410	0.7293389439582825	0.14081085	No	
row_59	CBL	12022	0.03505159169435501	0.0072200242	No	
