NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	IGFBP4	33	19.343570709228516	0.022448909	Yes	
row_1	BASP1	50	18.509851455688477	0.045235027	Yes	
row_2	GAS1	292	14.009109497070312	0.04330895	Yes	
row_3	CD59	313	13.809699058532715	0.059633724	Yes	
row_4	TIMP1	393	13.180084228515625	0.07019605	Yes	
row_5	CALU	400	13.161532402038574	0.08684861	Yes	
row_6	THY1	415	13.019796371459961	0.10264635	Yes	
row_7	PPIB	456	12.754195213317871	0.11592017	Yes	
row_8	VCAN	612	11.845718383789062	0.11837755	Yes	
row_9	SERPINH1	683	11.531838417053223	0.12754534	Yes	
row_10	SAT1	736	11.313199996948242	0.1379358	Yes	
row_11	COMP	756	11.230673789978027	0.15098277	Yes	
row_12	GREM1	778	11.110645294189453	0.16370575	Yes	
row_13	CDH11	812	10.98453140258789	0.17525925	Yes	
row_14	PVR	918	10.578969955444336	0.18025348	Yes	
row_15	THBS2	955	10.445221900939941	0.19085275	Yes	
row_16	MATN2	964	10.418872833251953	0.20376292	Yes	
row_17	ITGA5	978	10.380226135253906	0.21620394	Yes	
row_18	ITGB1	1027	10.227933883666992	0.22551487	Yes	
row_19	TGM2	1064	10.109419822692871	0.23567645	Yes	
row_20	SDC1	1071	10.097996711730957	0.24833591	Yes	
row_21	COL4A1	1122	9.942569732666016	0.25710738	Yes	
row_22	TNC	1162	9.807629585266113	0.26662433	Yes	
row_23	EMP3	1190	9.730225563049316	0.2770455	Yes	
row_24	ITGB3	1216	9.676676750183105	0.28756437	Yes	
row_25	TGFB1	1223	9.651333808898926	0.2996416	Yes	
row_26	COL4A2	1237	9.604415893554688	0.31107143	Yes	
row_27	SERPINE2	1256	9.549748420715332	0.32201117	Yes	
row_28	GLIPR1	1302	9.395333290100098	0.33048815	Yes	
row_29	NT5E	1375	9.196084022521973	0.33644393	Yes	
row_30	POSTN	1428	9.063048362731934	0.3439015	Yes	
row_31	TNFRSF12A	1506	8.892304420471191	0.34904253	Yes	
