Item ID	Item value	Change in Kuiper test statistic when item removed
IDI1	13.7633939137528	0.005062794348520305
BTG2	14.5628369365647	0.005062794348520305
CDKN1A	15.040253963567	0.005062794348520305
TOMM40	22.2376605410539	-6.410256410256387E-4
SHMT2	21.9668080840924	-6.410256410256387E-4
SLC2A1	11.071518733285	0.025000000000000022
SLC2A3	15.6058727362155	0.005062794348520305
ENO1	21.3434713176312	-6.410256410256387E-4
HMGCR	14.6880054484892	0.005062794348520305
SLC7A11	23.1237918653369	-6.410256410256387E-4
HSP90B1	23.3369895424374	-6.410256410256387E-4
HSPD1	22.0672260927138	-6.410256410256387E-4
RRP9	21.7689419271852	-6.410256410256387E-4
STIP1	21.7500154664434	-6.410256410256387E-4
LDHA	20.4446135224496	0.005062794348520305
PNP	21.569242107494	-6.410256410256387E-4
NFIL3	14.2085549141083	0.005062794348520305
NAMPT	19.0064978861749	0.005062794348520305
PGK1	21.6260920327145	-6.410256410256387E-4
SERPINH1	22.6516625056785	-6.410256410256387E-4
ABCF2	22.0139641155663	-6.410256410256387E-4
PSPH	22.8964396117948	-6.410256410256387E-4
PDK1	12.8839011288311	0.01568550497121901
SDF2L1	22.4901770903849	-6.410256410256387E-4
TPI1	21.3856136470786	-6.410256410256387E-4
HSPA5	21.875351230392	-6.410256410256387E-4
PNO1	21.4873418694992	-6.410256410256387E-4
ASNS	23.6670024062879	0.003178963893224418
HSPE1	22.8645550702439	-6.410256410256387E-4
TUBG1	20.1773837648553	0.005062794348520305
MTHFD2	22.3129546623791	-6.410256410256387E-4
DDIT3	16.0256985086469	0.005062794348520305
BHLHE40	13.3986752597411	0.005062794348520305
HMBS	22.4501743934309	-6.410256410256387E-4
POLR3G	22.6470534391598	-6.410256410256387E-4
PSMG1	21.8884004926595	-6.410256410256387E-4
CALR	0.125042550852829	0.008411826268942602
HPRT1	22.1059608590468	-6.410256410256387E-4
GAPDH	21.4813041353375	-6.410256410256387E-4
SKAP2	2.88154188348979	0.02112768184196756
