NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	TMPRSS6	43	1.8404916524887085	0.115056716	Yes	
row_1	PLEK	253	0.7663823366165161	0.06395359	Yes	
row_2	THBS1	292	0.6734527349472046	0.09451716	Yes	
row_3	COMP	300	0.6658146381378174	0.14057295	Yes	
row_4	ITGB3	336	0.5606757402420044	0.16427556	Yes	
row_5	SERPINE1	404	0.428139328956604	0.16150805	No	
row_6	TIMP1	479	0.24473099410533905	0.14142779	No	
row_7	MAFF	580	0.03817493095993996	0.0924629	No	
row_8	CRIP2	581	0.03761821612715721	0.09526995	No	
row_9	CASP9	657	-0.08335224539041519	0.06262954	No	
row_10	PLAU	680	-0.11450675129890442	0.059775013	No	
row_11	DUSP6	1163	-0.6455252766609192	-0.14179718	No	
row_12	RAPGEF3	1240	-0.7264358401298523	-0.12696917	No	
row_13	F12	1277	-0.7622190713882446	-0.08874564	No	
row_14	GP1BA	1377	-0.8771542310714722	-0.0745882	No	
row_15	F3	1527	-1.079646110534668	-0.07122766	No	
row_16	ITGA2	1708	-1.4313122034072876	-0.05768816	No	
row_17	RABIF	1893	-2.425696849822998	0.027979244	No	
