NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	NMU	8	3.1566531658172607	0.0882554	No	
row_1	SULT2B1	132	1.191952109336853	0.058566343	No	
row_2	PDLIM3	167	1.0174603462219238	0.07051019	No	
row_3	IGFBP4	214	0.8731571435928345	0.07192495	No	
row_4	KLK10	231	0.824937641620636	0.08768367	No	
row_5	XBP1	313	0.6291650533676147	0.063569635	No	
row_6	MEST	344	0.5419784784317017	0.06368766	No	
row_7	GJB3	386	0.4728003442287445	0.056002174	No	
row_8	PRLR	394	0.45989182591438293	0.06579575	No	
row_9	HR	396	0.4577212333679199	0.078677006	No	
row_10	NXT1	420	0.39157629013061523	0.07806628	No	
row_11	SLC7A5	437	0.34934088587760925	0.079894975	No	
row_12	CCND1	445	0.33255577087402344	0.08595892	No	
row_13	UGDH	517	0.17726102471351624	0.053860907	No	
row_14	ZFP36	533	0.1378868818283081	0.050021406	No	
row_15	CISH	563	0.06561203300952911	0.03671206	No	
row_16	HSPA4L	618	-0.013294374570250511	0.008740104	No	
row_17	FKBP5	663	-0.0927056297659874	-0.011653831	No	
row_18	PTGES	690	-0.12851130962371826	-0.02154525	No	
row_19	HPRT1	742	-0.1928894966840744	-0.042681314	No	
row_20	SLC26A2	752	-0.20333914458751678	-0.041452482	No	
row_21	ISG20	773	-0.22914528846740723	-0.045245115	No	
row_22	DUSP2	967	-0.44048264622688293	-0.1337091	No	
row_23	SCUBE2	994	-0.4627608060836792	-0.13381049	No	
row_24	MYB	1065	-0.5402942895889282	-0.15475021	No	
row_25	FKBP4	1113	-0.5845034718513489	-0.16231522	No	
row_26	CACNA2D2	1117	-0.5878720283508301	-0.14667231	No	
row_27	AREG	1137	-0.605454683303833	-0.13891779	No	
row_28	CXCL14	1268	-0.7515019774436951	-0.18518391	Yes	
row_29	TOB1	1272	-0.7544074058532715	-0.16466327	Yes	
row_30	GALE	1293	-0.7781698703765869	-0.15237519	Yes	
row_31	RAPGEFL1	1302	-0.789891242980957	-0.13344128	Yes	
row_32	ASS1	1363	-0.8628849387168884	-0.13968034	Yes	
row_33	SLC16A1	1379	-0.8779405951499939	-0.12184397	Yes	
row_34	SFN	1384	-0.8820685744285583	-0.09810939	Yes	
row_35	ID2	1430	-0.9462136030197144	-0.09402963	Yes	
row_36	KLF4	1464	-0.9861311316490173	-0.08247819	Yes	
row_37	NAB2	1555	-1.1157742738723755	-0.09706652	Yes	
row_38	BCL2	1697	-1.4018985033035278	-0.13006012	Yes	
row_39	SLC24A3	1698	-1.404894471168518	-0.08891134	Yes	
row_40	FABP5	1798	-1.7436354160308838	-0.08983677	Yes	
row_41	CDC20	1799	-1.7456163167953491	-0.038708385	Yes	
row_42	FOS	1811	-1.816773533821106	0.008726858	Yes	
row_43	CA2	1859	-2.12282133102417	0.046218548	Yes	
