NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SRGN	14	2.7516894340515137	0.109481834	Yes	
row_1	ETS1	70	1.5982637405395508	0.14859782	Yes	
row_2	THY1	103	1.3510322570800781	0.18923077	Yes	
row_3	ICAM1	114	1.303291916847229	0.23932567	Yes	
row_4	CSF1	122	1.2397058010101318	0.28828833	Yes	
row_5	LYN	142	1.1521213054656982	0.32726723	Yes	
row_6	PTPRC	187	0.9588966369628906	0.34499007	Yes	
row_7	EREG	267	0.7399610877037048	0.3351437	Yes	
row_8	IL16	280	0.7023881673812866	0.3586895	Yes	
row_9	HIF1A	304	0.6528482437133789	0.3743885	Yes	
row_10	IFNAR2	349	0.5300893187522888	0.37391105	Yes	
row_11	INHBA	368	0.4992481768131256	0.38570166	Yes	
row_12	HCLS1	392	0.46227219700813293	0.39331186	Yes	
row_13	TIMP1	479	0.24473099410533905	0.35879058	No	
row_14	BCL3	495	0.21875956654548645	0.3602427	No	
row_15	CCL2	496	0.21726492047309875	0.36946428	No	
row_16	FGR	603	0.006754433736205101	0.3143985	No	
row_17	BCAT1	693	-0.13509224355220795	0.27365714	No	
row_18	ABCE1	768	-0.22044068574905396	0.2443712	No	
row_19	RIPK2	818	-0.2825973331928253	0.23077829	No	
row_20	IL4R	833	-0.3016557991504669	0.23627104	No	
row_21	BRCA1	846	-0.31603604555130005	0.24341854	No	
row_22	IRF7	896	-0.3583930432796478	0.23304269	No	
row_23	EIF3J	984	-0.45870620012283325	0.20708117	No	
row_24	CCL19	1002	-0.469616562128067	0.21813627	No	
row_25	UBE2D1	1023	-0.4958924353122711	0.22874004	No	
row_26	MRPL3	1091	-0.5647541880607605	0.21772347	No	
row_27	AARS1	1152	-0.6311972737312317	0.21318239	No	
row_28	NPM1	1209	-0.6964938044548035	0.21350151	No	
row_29	ELF4	1270	-0.7530145645141602	0.21413082	No	
row_30	NME1	1432	-0.9493303298950195	0.17035104	No	
row_31	TRAF2	1485	-1.0177069902420044	0.18639249	No	
row_32	IL2RG	1643	-1.280242919921875	0.1587467	No	
