NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ALDH1A3	59	1.6724685430526733	0.0708734	Yes	
row_1	SEC24D	148	1.1167701482772827	0.0928971	Yes	
row_2	AKAP12	168	1.0169086456298828	0.14477396	Yes	
row_3	ADAMTS1	174	1.007081389427185	0.20334178	Yes	
row_4	KRT8	290	0.674782931804657	0.18446377	Yes	
row_5	B4GALT1	312	0.6323386430740356	0.21194053	Yes	
row_6	DNAJB9	321	0.6143454313278198	0.24509168	Yes	
row_7	NDRG1	356	0.5163920521736145	0.2587585	Yes	
row_8	UAP1	375	0.4867021441459656	0.2789509	Yes	
row_9	SAT1	377	0.48430880904197693	0.3078475	Yes	
row_10	STEAP4	410	0.41145503520965576	0.31618148	Yes	
row_11	CCND1	445	0.33255577087402344	0.31868196	Yes	
row_12	ACTN1	478	0.24672508239746094	0.3170102	No	
row_13	PGM3	601	0.006868403404951096	0.25391877	No	
row_14	LIFR	637	-0.05011266469955444	0.23874298	No	
row_15	FKBP5	663	-0.0927056297659874	0.2313599	No	
row_16	SRF	698	-0.14224335551261902	0.22230072	No	
row_17	HMGCR	718	-0.16177530586719513	0.22223635	No	
row_18	RRP12	737	-0.1910637617111206	0.22447154	No	
row_19	SLC26A2	752	-0.20333914458751678	0.22953458	No	
row_20	IDI1	829	-0.29681679606437683	0.20800066	No	
row_21	PTK2B	872	-0.3400609493255615	0.20679252	No	
row_22	H1-0	1257	-0.7406705617904663	0.05188532	No	
row_23	NGLY1	1366	-0.8667537569999695	0.04831166	No	
row_24	PA2G4	1455	-0.972723126411438	0.06158587	No	
row_25	ZMIZ1	1679	-1.3642957210540771	0.028368495	No	
row_26	TSC22D1	1812	-1.8212153911590576	0.07027581	No	
