NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	FST	19	2.4980809688568115	0.103945464	Yes	
row_1	BIN1	49	1.7709364891052246	0.16953708	Yes	
row_2	COL15A1	67	1.61281156539917	0.23417859	Yes	
row_3	PKIA	124	1.225639820098877	0.2608408	Yes	
row_4	PTP4A3	141	1.1521227359771729	0.30500752	Yes	
row_5	FGF2	222	0.8477464318275452	0.30193397	Yes	
row_6	COL4A2	244	0.774363100528717	0.32627717	Yes	
row_7	STC2	268	0.7394038438796997	0.34798428	Yes	
row_8	CNN3	335	0.5687795281410217	0.33949593	No	
row_9	COL6A3	379	0.48032674193382263	0.33896795	No	
row_10	PTGIS	467	0.2635349631309509	0.30561897	No	
row_11	APLNR	513	0.18554933369159698	0.29061353	No	
row_12	CACNA1H	515	0.18124070763587952	0.29835233	No	
row_13	BDKRB2	567	0.05788258835673332	0.27440017	No	
row_14	KLF5	575	0.045547228306531906	0.27282637	No	
row_15	MYOM2	704	-0.14613494277000427	0.21275038	No	
row_16	CDKN1A	764	-0.21882490813732147	0.19196226	No	
row_17	LSP1	844	-0.3128286600112915	0.16503088	No	
row_18	TNNI2	959	-0.42834019660949707	0.12511584	No	
row_19	VIPR1	993	-0.462612509727478	0.12899427	No	
row_20	MEF2D	1007	-0.4749683439731598	0.14386335	No	
row_21	COX7A1	1019	-0.4911000430583954	0.1605104	No	
row_22	SGCD	1034	-0.513860821723938	0.17663068	No	
row_23	BHLHE40	1038	-0.5159717202186584	0.19858228	No	
row_24	HBEGF	1039	-0.5172379612922668	0.22215572	No	
row_25	SLC6A8	1134	-0.6044555902481079	0.20069478	No	
row_26	DENND2B	1149	-0.6273403167724609	0.22198693	No	
row_27	MEF2A	1312	-0.7998440861701965	0.17397736	No	
row_28	PPP1R3C	1351	-0.8469210863113403	0.19276401	No	
row_29	DMD	1904	-2.5771424770355225	0.022419104	No	
