NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PLIN2	17	2.6246368885040283	0.04335378	Yes	
row_1	ETS1	70	1.5982637405395508	0.04760078	Yes	
row_2	TGM2	110	1.3197250366210938	0.053202126	Yes	
row_3	SULT2B1	132	1.191952109336853	0.065827176	Yes	
row_4	RRAGD	156	1.0836458206176758	0.07522625	Yes	
row_5	ADM	158	1.0671346187591553	0.095997825	Yes	
row_6	MT1E	163	1.0292749404907227	0.11441786	Yes	
row_7	AKAP12	168	1.0169086456298828	0.13259102	Yes	
row_8	HSPA5	169	1.0168007612228394	0.15288968	Yes	
row_9	DDIT3	182	0.983445942401886	0.1661395	Yes	
row_10	DDIT4	183	0.9806997179985046	0.18571748	Yes	
row_11	PLAUR	212	0.8781270980834961	0.18835415	Yes	
row_12	ERO1A	221	0.8533198833465576	0.20113389	Yes	
row_13	HMOX1	235	0.8021190166473389	0.21023192	Yes	
row_14	ANGPTL4	266	0.7416542768478394	0.20908031	Yes	
row_15	STC2	268	0.7394038438796997	0.22330931	Yes	
row_16	ENO2	275	0.7173075079917908	0.23443763	Yes	
row_17	P4HA1	318	0.6192784309387207	0.22446002	No	
row_18	NDRG1	356	0.5163920521736145	0.21508804	No	
row_19	SERPINE1	404	0.428139328956604	0.1986351	No	
row_20	MT2A	448	0.32989928126335144	0.18234864	No	
row_21	VEGFA	449	0.32689350843429565	0.1888745	No	
row_22	PGF	457	0.3028167486190796	0.19119631	No	
row_23	SRPX	472	0.2545420825481415	0.18883099	No	
row_24	CP	485	0.23631735146045685	0.18716568	No	
row_25	ZFP36	533	0.1378868818283081	0.16491835	No	
row_26	LDHA	539	0.12144199013710022	0.16468316	No	
row_27	NOCT	546	0.10425939410924911	0.16357303	No	
row_28	ATF3	578	0.039976950734853745	0.14788173	No	
row_29	MAFF	580	0.03817493095993996	0.14811192	No	
row_30	PFKP	609	0.002818914595991373	0.13327457	No	
row_31	CSRP2	650	-0.0766729861497879	0.113528624	No	
row_32	CCN1	708	-0.15131868422031403	0.08623029	No	
row_33	PGK1	711	-0.15440845489501953	0.08824896	No	
row_34	ENO1	724	-0.17051158845424652	0.08526995	No	
row_35	TPI1	759	-0.2094639390707016	0.07136643	No	
row_36	CDKN1A	764	-0.21882490813732147	0.07360723	No	
row_37	ISG20	773	-0.22914528846740723	0.073926404	No	
row_38	GAPDH	838	-0.3079133927822113	0.04603081	No	
row_39	NFIL3	854	-0.32488617300987244	0.044537876	No	
row_40	JUN	859	-0.3280865252017975	0.048959896	No	
row_41	JMJD6	879	-0.3439731001853943	0.04572034	No	
row_42	EFNA3	919	-0.37967154383659363	0.032555144	No	
row_43	PPARGC1A	932	-0.3889208137989044	0.033936296	No	
row_44	RORA	937	-0.39870330691337585	0.03976806	No	
row_45	SLC2A3	945	-0.40490859746932983	0.044127956	No	
row_46	FOSL2	1022	-0.49528807401657104	0.013589993	No	
row_47	BHLHE40	1038	-0.5159717202186584	0.015911752	No	
row_48	PDK1	1075	-0.5483672618865967	0.0077100205	No	
row_49	ACKR3	1119	-0.5917071104049683	-0.0033499107	No	
row_50	IRS2	1126	-0.5979278683662415	0.005395195	No	
row_51	HAS1	1127	-0.5985743999481201	0.017344696	No	
row_52	GPC1	1222	-0.7057640552520752	-0.018565943	No	
row_53	IER3	1264	-0.7488719820976257	-0.02542452	No	
row_54	PPP1R3C	1351	-0.8469210863113403	-0.054261886	No	
row_55	EFNA1	1462	-0.983763575553894	-0.09313338	No	
row_56	CDKN1B	1496	-1.0342522859573364	-0.09003952	No	
row_57	TIPARP	1514	-1.0556766986846924	-0.07800731	No	
row_58	F3	1527	-1.079646110534668	-0.06283703	No	
row_59	NAGK	1536	-1.091191291809082	-0.045308597	No	
row_60	TNFAIP3	1577	-1.1482293605804443	-0.043662783	No	
row_61	SLC2A1	1646	-1.2820091247558594	-0.0542399	No	
row_62	BCL2	1697	-1.4018985033035278	-0.052849166	No	
row_63	PRKCA	1699	-1.4055306911468506	-0.025322093	No	
row_64	KDM3A	1777	-1.6584287881851196	-0.033171877	No	
row_65	FOS	1811	-1.816773533821106	-0.014456327	No	
row_66	ZNF292	1853	-2.0297632217407227	0.0042558718	No	
row_67	SDC4	1877	-2.2647809982299805	0.03723426	No	
