NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PYGL	96	1.4615806341171265	0.002809681	Yes	
row_1	PLOD2	99	1.4090663194656372	0.053001758	Yes	
row_2	ELF3	101	1.3717917203903198	0.10236272	Yes	
row_3	VCAN	146	1.1250630617141724	0.12020286	Yes	
row_4	RRAGD	156	1.0836458206176758	0.1548903	Yes	
row_5	HSPA5	169	1.0168007612228394	0.18557376	Yes	
row_6	DDIT4	183	0.9806997179985046	0.21442002	Yes	
row_7	SLC16A3	186	0.9696524143218994	0.24863276	Yes	
row_8	ERO1A	221	0.8533198833465576	0.26183477	Yes	
row_9	ANGPTL4	266	0.7416542768478394	0.26573223	Yes	
row_10	STC2	268	0.7394038438796997	0.29209635	Yes	
row_11	ENO2	275	0.7173075079917908	0.315035	Yes	
row_12	B4GALT1	312	0.6323386430740356	0.31915224	Yes	
row_13	P4HA1	318	0.6192784309387207	0.33905044	Yes	
row_14	NT5E	388	0.46512046456336975	0.3197821	No	
row_15	VEGFA	449	0.32689350843429565	0.3002066	No	
row_16	PRPS1	454	0.30569833517074585	0.3092258	No	
row_17	CHST12	510	0.19661878049373627	0.28753477	No	
row_18	CACNA1H	515	0.18124070763587952	0.29202807	No	
row_19	LDHA	539	0.12144199013710022	0.28438348	No	
row_20	PFKP	609	0.002818914595991373	0.24830352	No	
row_21	PGK1	711	-0.15440845489501953	0.20095582	No	
row_22	ENO1	724	-0.17051158845424652	0.20086388	No	
row_23	IL13RA1	745	-0.19481605291366577	0.19746071	No	
row_24	TPI1	759	-0.2094639390707016	0.1982609	No	
row_25	PKP2	769	-0.22054335474967957	0.20156153	No	
row_26	ISG20	773	-0.22914528846740723	0.20832127	No	
row_27	PMM2	816	-0.27967989444732666	0.19646774	No	
row_28	MET	909	-0.3701893389225006	0.16168639	No	
row_29	EFNA3	919	-0.37967154383659363	0.17077374	No	
row_30	GNPDA1	1053	-0.5289894938468933	0.12026744	No	
row_31	FKBP4	1113	-0.5845034718513489	0.110584326	No	
row_32	IRS2	1126	-0.5979278683662415	0.12603544	No	
row_33	GPC1	1222	-0.7057640552520752	0.10188415	No	
row_34	IER3	1264	-0.7488719820976257	0.107617214	No	
row_35	GALE	1293	-0.7781698703765869	0.121232696	No	
row_36	IDUA	1317	-0.8076789379119873	0.1385432	No	
row_37	ME2	1332	-0.8237523436546326	0.16115767	No	
row_38	CLN6	1502	-1.0405324697494507	0.11037586	No	
row_39	POLR3K	1665	-1.32306969165802	0.07353924	No	
row_40	ZNF292	1853	-2.0297632217407227	0.049292017	No	
