Item ID	Item value	Change in Kuiper test statistic when item removed
ERO1A	2.0859544125972	-7.507507507508171E-4
SRPX	3.00738354771145	-7.507507507508171E-4
CDKN1A	22.8815902836465	0.009065456433892782
SERPINE1	3.98772609404878	0.019955777474571557
ADM	2.19156429139583	-7.507507507508171E-4
ENO1	2.84939253778148	-7.507507507508171E-4
ENO2	2.93642617035608	-7.507507507508171E-4
ETS1	3.65175649382845	0.019955777474571557
NDRG1	0.473707170671428	-7.507507507508171E-4
AKAP12	1.41438072862176	-7.507507507508171E-4
LDHA	2.08113535260978	-7.507507507508171E-4
MT2A	1.66226217939816	-7.507507507508171E-4
ZFP36	0.702592099057882	-7.507507507508171E-4
CSRP2	2.48831012239751	-7.507507507508171E-4
NFIL3	22.1605924123115	0.009065456433892782
NOCT	1.65052479714282	-7.507507507508171E-4
STC2	0.438602297301867	-7.507507507508171E-4
PGK1	3.00889531002686	-7.507507507508171E-4
HMOX1	3.34241884000324	0.01688261838637467
TGM2	1.95856405233549	-7.507507507508171E-4
TPI1	2.5357899699958	-7.507507507508171E-4
HSPA5	3.94393165099091	0.019955777474571557
PLAUR	1.24596289674449	-7.507507507508171E-4
CP	3.0964663295324	-7.507507507508171E-4
PGF	1.61251758354497	-7.507507507508171E-4
JMJD6	0.962166618227977	-7.507507507508171E-4
VEGFA	1.45482957676877	-7.507507507508171E-4
ISG20	1.19751168955203	-7.507507507508171E-4
SULT2B1	15.9182829504072	0.027027027027026973
P4HA1	1.81830359167458	-7.507507507508171E-4
DDIT3	3.18093370403473	-7.507507507508171E-4
DDIT4	3.17160051615524	-7.507507507508171E-4
RRAGD	2.51789020955209	-7.507507507508171E-4
PLIN2	2.88028652348992	-7.507507507508171E-4
ANGPTL4	2.32892351826625	-7.507507507508171E-4
PFKP	1.73433071101017	-7.507507507508171E-4
MT1E	2.55257814892099	-7.507507507508171E-4
